Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2 
Mishnah Shekalim 2:5,Tosefta Shekalim 1:8,mesorat hashas,Mishnah Shekalim,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Shekalim 4:5,Tosefta Shekalim 2:8,mesorat hashas,Mishnah Shekalim,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Shekalim 4:5,Tosefta Rosh HaShanah 1:4,mesorat hashas,Mishnah Shekalim,Tosefta Rosh HaShanah,Mishnah,Tanaitic
Mishnah Shekalim 4:5,Tosefta Shekalim 2:9,mesorat hashas,Mishnah Shekalim,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Shekalim 4:5,Tosefta Meilah 1:11,mesorat hashas,Mishnah Shekalim,Tosefta Meilah,Mishnah,Tanaitic
Mishnah Shekalim 4:6,Tosefta Shekalim 2:9,mesorat hashas,Mishnah Shekalim,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Shekalim 4:6,Tosefta Meilah 1:11,mesorat hashas,Mishnah Shekalim,Tosefta Meilah,Mishnah,Tanaitic
Mishnah Shekalim 4:7,Tosefta Shekalim 2:10,mesorat hashas,Mishnah Shekalim,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Shekalim 4:7,Tosefta Yevamot 13:2,mesorat hashas,Mishnah Shekalim,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Shekalim 6:3,Tosefta Sukkah 3:3,mesorat hashas,Mishnah Shekalim,Tosefta Sukkah,Mishnah,Tanaitic
Mishnah Shekalim 6:5,Tosefta Shekalim 3:1,mesorat hashas,Mishnah Shekalim,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Shekalim 7:2,Tosefta Shekalim 3:7,mesorat hashas,Mishnah Shekalim,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Shekalim 8:6,Tosefta Ma'aser Sheni 2:18,mesorat hashas,Mishnah Shekalim,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Shekalim 8:7,Tosefta Shekalim 3:12,mesorat hashas,Mishnah Shekalim,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Shekalim 8:8,Tosefta Shekalim 3:13,mesorat hashas,Mishnah Shekalim,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Sheviit 10:3,Tosefta Sotah 14:1,mesorat hashas,Mishnah Sheviit,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sheviit 10:6,Tosefta Shevi'it 8:10,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 10:7,Tosefta Shevi'it 8:10,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 10:8,Tosefta Makkot 2:2,mesorat hashas,Mishnah Sheviit,Tosefta Makkot,Mishnah,Tanaitic
Mishnah Sheviit 1:5,Tosefta Shevi'it 1:3,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 1:8,Tosefta Shevi'it 1:4,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:1-2,Tosefta Peah 2:20,mesorat hashas,Mishnah Sheviit,Tosefta Peah,Mishnah,Tanaitic
Mishnah Sheviit 2:10,Tosefta Shevi'it 2:1,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:10,Tosefta Shevi'it 2:2,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:2,Tosefta Shevi'it 1:5,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:2,Tosefta Shevi'it 1:11,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:4,Tosefta Shevi'it 1:6,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:5,Tosefta Shevi'it 1:8,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:5,Tosefta Shevi'it 1:10,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:6,Tosefta Shevi'it 1:7,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:6,Tosefta Shevi'it 2:3,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:7,Tosefta Shevi'it 2:8,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:7,Tosefta Shevi'it 2:10,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:7-8,Tosefta Shevi'it 2:10,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:8,Tosefta Shevi'it 2:5,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:9,Tosefta Shevi'it 2:4,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:9,Tosefta Shevi'it 2:8,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 2:9,Tosefta Shevi'it 2:10,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:10,Tosefta Bava Kamma 2:10,,Mishnah Sheviit,Tosefta Bava Kamma,Mishnah,Tanaitic
Mishnah Sheviit 3:10,Tosefta Shevi'it 3:9,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:2,Tosefta Shevi'it 2:12,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:2-3,Tosefta Shevi'it 2:12,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:4,Tosefta Shevi'it 2:14,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:4,Tosefta Shevi'it 2:9,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:4,Tosefta Shevi'it 2:13,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:4,Tosefta Shevi'it 2:11,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:4,Tosefta Shevi'it 2:16,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:4,Tosefta Shevi'it 2:15,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:5,Tosefta Shevi'it 3:1,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:6,Tosefta Peah 3:22,mesorat hashas,Mishnah Sheviit,Tosefta Peah,Mishnah,Tanaitic
Mishnah Sheviit 3:6,Tosefta Peah 3:14,mesorat hashas,Mishnah Sheviit,Tosefta Peah,Mishnah,Tanaitic
Mishnah Sheviit 3:6,Tosefta Shevi'it 3:12,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:7,Tosefta Shevi'it 3:2,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 3:8,Tosefta Shevi'it 3:2,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 4:1,Tosefta Shevi'it 3:5,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 4:10,Tosefta Shevi'it 3:13,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 4:2,Tosefta Shevi'it 3:6,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 4:3,Tosefta Shevi'it 3:7,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 4:5,Tosefta Shevi'it 3:10,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 4:5,Tosefta Shevi'it 3:8,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 4:6,Tosefta Shevi'it 3:10,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 4:6,Tosefta Shevi'it 3:11,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 5:1,Tosefta Shevi'it 4:1,,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 7:2,Tosefta Shevi'it 5:3,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 7:3,Tosefta Shevi'it 5:7,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 7:4,Tosefta Shevi'it 5:8,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 7:5,Tosefta Shevi'it 5:3,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 7:7,Tosefta Shevi'it 5:9,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 7:7,Tosefta Terumot 8:14,mesorat hashas,Mishnah Sheviit,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Sheviit 7:7-8:1,Tosefta Terumot 8:14,mesorat hashas,Mishnah Sheviit,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Sheviit 8:2,Tosefta Shevi'it 6:1,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 8:2,Tosefta Terumot 9:11,mesorat hashas,Mishnah Sheviit,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Sheviit 8:4,Tosefta Shevi'it 6:13,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 9:3,Tosefta Shevi'it 7:8,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Sheviit 9:8,Tosefta Shevi'it 8:3,mesorat hashas,Mishnah Sheviit,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Shevuot 1:4,Tosefta Shevuot 1:1,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 2:1,Tosefta Shevuot 1:5,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 2:2,Tosefta Sanhedrin 3:2,mesorat hashas,Mishnah Shevuot,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Shevuot 2:3,Tosefta Shevuot 1:5,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 2:5,Tosefta Shevuot 1:5,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 4:5,Tosefta Shevuot 4:1,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 4:8,Tosefta Shevuot 2:5,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 5:4,Tosefta Shevuot 2:8,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 6:1,Tosefta Shevuot 5:1,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 6:3,Tosefta Shevuot 5:4,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 7:3,Tosefta Shevuot 6:2,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 7:5,Tosefta Shevuot 6:4,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 7:6,Tosefta Shevuot 6:5,mesorat hashas,Mishnah Shevuot,Tosefta Shevuot,Mishnah,Tanaitic
Mishnah Shevuot 8:3,Tosefta Bava Kamma 8:3,mesorat hashas,Mishnah Shevuot,Tosefta Bava Kamma,Mishnah,Tanaitic
Mishnah Sotah 1:5,Tosefta Sotah 1:3,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 1:5,Tosefta Sotah 1:5,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 1:7,Tosefta Sotah 4:4,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 1:8,Tosefta Sotah 3:4,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 2:3,Tosefta Gittin 4:5,mesorat hashas,Mishnah Sotah,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Sotah 3:3,Tosefta Sotah 2:2-3,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 4:2-3,Tosefta Sotah 5:2,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 5:2,Tosefta Sotah 5:8,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 5:3,Tosefta Sotah 5:8,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 5:3,Tosefta Keilim Metsia 5:1,mesorat hashas,Mishnah Sotah,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Sotah 6:4,Tosefta Sotah 5:4,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 7:5,Tosefta Sotah 8:6,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 7:5,Tosefta Sotah 8:7,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 8:2,Tosefta Sotah 7:11,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 8:2,Tosefta Sotah 7:10,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 8:7,Tosefta Sotah 7:15,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 9:12-13,Tosefta Sotah 15:2,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 9:13,Tosefta Ma'aser Sheni 5:14,mesorat hashas,Mishnah Sotah,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Sotah 9:13,Tosefta Sotah 15:2,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 9:14,Tosefta Sotah 15:4,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 9:15,Tosefta Sotah 15:2,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sotah 9:6,Tosefta Sotah 9:5,mesorat hashas,Mishnah Sotah,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sukkah 3:5,Tosefta Parah 11:4,mesorat hashas,Mishnah Sukkah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Sukkah 3:8,Tosefta Sukkah 2:11,mesorat hashas,Mishnah Sukkah,Tosefta Sukkah,Mishnah,Tanaitic
Mishnah Sukkah 4:9,Tosefta Sukkah 3:4,mesorat hashas,Mishnah Sukkah,Tosefta Sukkah,Mishnah,Tanaitic
Mishnah Taanit 1:2,Tosefta Ta'anit 1:1,mesorat hashas,Mishnah Taanit,Tosefta Ta'anit,Mishnah,Tanaitic
Mishnah Taanit 1:4,Tosefta Ta'anit 1:5,mesorat hashas,Mishnah Taanit,Tosefta Ta'anit,Mishnah,Tanaitic
Mishnah Taanit 1:5,Tosefta Ta'anit 1:5,mesorat hashas,Mishnah Taanit,Tosefta Ta'anit,Mishnah,Tanaitic
Mishnah Taanit 1:6,Tosefta Ta'anit 1:5,mesorat hashas,Mishnah Taanit,Tosefta Ta'anit,Mishnah,Tanaitic
Mishnah Taanit 2:1,Tosefta Ta'anit 1:8,mesorat hashas,Mishnah Taanit,Tosefta Ta'anit,Mishnah,Tanaitic
Mishnah Taanit 2:4,Tosefta Ta'anit 1:10,mesorat hashas,Mishnah Taanit,Tosefta Ta'anit,Mishnah,Tanaitic
Mishnah Taanit 2:5,Tosefta Ta'anit 1:10,mesorat hashas,Mishnah Taanit,Tosefta Ta'anit,Mishnah,Tanaitic
Mishnah Taanit 2:7,Tosefta Ta'anit 2:4-5,mesorat hashas,Mishnah Taanit,Tosefta Ta'anit,Mishnah,Tanaitic
Mishnah Taanit 4:2,Tosefta Ta'anit 3:3,mesorat hashas,Mishnah Taanit,Tosefta Ta'anit,Mishnah,Tanaitic
Mishnah Tahorot 10:5,Tosefta Tahorot 11:7,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 10:6,Tosefta Tahorot 11:7,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 10:7,Tosefta Tahorot 11:8,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 1:4,Tosefta Uktsin 2:2,mesorat hashas,Mishnah Tahorot,Tosefta Uktsin,Mishnah,Tanaitic
Mishnah Tahorot 1:9,Tosefta Tahorot 1:5,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 2:7,Tosefta Zavim 5:5,mesorat hashas,Mishnah Tahorot,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Tahorot 3:1,Tosefta Tahorot 2:2,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 4:10,Tosefta Tahorot 5:6,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 4:11,Tosefta Tahorot 5:5,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 4:2,Tosefta Tahorot 4:4,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 4:2,Tosefta Eduyot 1:8,mesorat hashas,Mishnah Tahorot,Tosefta Eduyot,Mishnah,Tanaitic
Mishnah Tahorot 4:9,Tosefta Tahorot 5:6,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 5:1,Tosefta Eduyot 1:5,mesorat hashas,Mishnah Tahorot,Tosefta Eduyot,Mishnah,Tanaitic
Mishnah Tahorot 5:1,Tosefta Eduyot 1:5,mesorat hashas,Mishnah Tahorot,Tosefta Eduyot,Mishnah,Tanaitic
Mishnah Tahorot 5:1,Tosefta Keilim Metsia 7:1,mesorat hashas,Mishnah Tahorot,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Tahorot 5:5,Tosefta Tahorot 6:4,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 5:7,Tosefta Tahorot 6:6,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 5:7,Tosefta Tahorot 6:8,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 5:9,Tosefta Sotah 5:4,mesorat hashas,Mishnah Tahorot,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Tahorot 6:2,Tosefta Eduyot 1:13,mesorat hashas,Mishnah Tahorot,Tosefta Eduyot,Mishnah,Tanaitic
Mishnah Tahorot 6:2,Tosefta Tahorot 5:4,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 6:3,Tosefta Tahorot 4:1,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 6:3,Tosefta Tahorot 4:4,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 6:3,Tosefta Tahorot 7:2,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 7:2,Tosefta Tahorot 8:1,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 7:3,Tosefta Tahorot 8:5,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 7:4,Tosefta Tahorot 8:5,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 7:4,Tosefta Tahorot 8:1,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 8:7,Tosefta Tevul Yom 1:4,mesorat hashas,Mishnah Tahorot,Tosefta Tevul Yom,Mishnah,Tanaitic
Mishnah Tahorot 8:9,Tosefta Tahorot 9:8,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tahorot 9:3,Tosefta Keilim Batra 4:2,mesorat hashas,Mishnah Tahorot,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Tahorot 9:7,Tosefta Tahorot 10:8,mesorat hashas,Mishnah Tahorot,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Tamid 3:1,Tosefta Yoma 1:11,mesorat hashas,Mishnah Tamid,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Tamid 4:1,Tosefta Zevahim 6:6,mesorat hashas,Mishnah Tamid,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Tamid 4:1,Tosefta Eiruvin 4:10,mesorat hashas,Mishnah Tamid,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Tamid 7:3,Tosefta Yoma 3:1,mesorat hashas,Mishnah Tamid,Tosefta Yoma,Mishnah,Tanaitic
Mishnah Temurah 2:1,Tosefta Temurah 1:7,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 2:2,Tosefta Temurah 1:12,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 2:3,Tosefta Temurah 1:5,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 3:3,Tosefta Pesachim 9:8,mesorat hashas,Mishnah Temurah,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Temurah 3:3,Tosefta Temurah 2:2,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 3:3,Tosefta Pesachim 9:9,mesorat hashas,Mishnah Temurah,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Temurah 3:4,Tosefta Temurah 2:5,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 3:5,Tosefta Temurah 2:7,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 4:2,Tosefta Temurah 2:6,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 4:3,Tosefta Temurah 2:4,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 4:3,Tosefta Menahot 8:12,mesorat hashas,Mishnah Temurah,Tosefta Menahot,Mishnah,Tanaitic
Mishnah Temurah 4:3,Tosefta Menahot 8:11,mesorat hashas,Mishnah Temurah,Tosefta Menahot,Mishnah,Tanaitic
Mishnah Temurah 4:3,Tosefta Temurah 2:6,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 4:3,Tosefta Pesachim 9:4,mesorat hashas,Mishnah Temurah,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Temurah 4:3,Tosefta Shekalim 1:6,mesorat hashas,Mishnah Temurah,Tosefta Shekalim,Mishnah,Tanaitic
Mishnah Temurah 4:3,Tosefta Temurah 2:5,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 5:5,Tosefta Temurah 3:6,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 5:6,Tosefta Temurah 2:1,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 6:4,Tosefta Avodah Zarah 7:6,mesorat hashas,Mishnah Temurah,Tosefta Avodah Zarah,Mishnah,Tanaitic
Mishnah Temurah 6:4,Tosefta Temurah 4:1,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 6:5,Tosefta Temurah 4:3,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 7:1,Tosefta Temurah 4:4,mesorat hashas,Mishnah Temurah,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Temurah 7:1-2,Tosefta Arakhin 4:11,mesorat hashas,Mishnah Temurah,Tosefta Arakhin,Mishnah,Tanaitic
Mishnah Temurah 7:4,Tosefta Uktsin 3:7,mesorat hashas,Mishnah Temurah,Tosefta Uktsin,Mishnah,Tanaitic
Mishnah Terumot 10:1,Tosefta Terumot 8:14,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 10:11,Tosefta Terumot 9:5,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 10:12,Tosefta Terumot 9:5,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 10:8,Tosefta Terumot 9:1,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 10:9,Tosefta Terumot 9:6,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 11:1,Tosefta Terumot 9:6,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 11:1,Tosefta Terumot 9:7,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 11:3,Tosefta Terumot 9:8,,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 11:8,Tosefta Terumot 10:6,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 1:5,Tosefta Terumot 2:9,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 1:8,Tosefta Terumot 3:13,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Terumot 1:8,Tosefta Terumot 3:14,mesorat hashas,Mishnah Terumot,Tosefta Terumot,Mishnah,Tanaitic
